plot_uniq_ID,vegetation,plot_ID,clayall,clay20,clay40,clay60,ai,hmod,strc,fdis,hm,wd,sla,ldmc,lcc,lnc,sesmpd,agb,socall,soc20,soc40,soc60,stnall,stn20,stn40,stn60,scnall,scn20,scn40,scn60
10,Forest,P327,-1.364387802,-1.698618273,-1.365788251,-0.210989794,-0.283066085,-0.493699407,1.207989621,-0.170757002,-0.610860953,0.406812813,-0.266696533,0.517457919,0.301846358,0.2531117,0.716473694,1.323074706,0.484186844,0.335414855,0.387572094,0.843490745,-0.145497199,-0.056052059,-0.438708041,0.457420233,1.406995187,1.343209548,1.680161405,0.564795375
12,Forest,P330,-1.021405281,-1.280843986,-0.976839505,-0.622573469,0.070599203,-0.417152151,0.364022786,-0.042535284,-0.718963304,0.482723749,-0.456594694,0.158112261,0.335149767,-0.254157273,0.371220398,1.073708286,1.200722902,1.243635541,0.807667657,0.393378852,0.58710974,0.820980285,0.495562433,-0.093250948,0.861428391,0.584883987,0.5410302,1.034968663
13,Savanna,P333,-1.106102341,-1.280843986,-1.171313878,-0.622573469,-0.349848626,-0.571887191,-0.112751227,-0.561350004,0.343441167,0.044873107,-0.595497761,0.61592254,-0.230027909,1.711179993,-0.505340028,0.944277786,-0.532733869,-0.510409824,-0.018048011,-0.20233439,-0.675942894,-0.391711243,-0.406899551,-0.545046607,0.493487994,-0.062674919,0.71364529,0.834321464
14,Savanna,P334,-1.148709445,-1.030179415,-1.171313878,-0.622573469,-0.122223627,-0.50339173,-0.256653539,-1.122417917,0.244719513,0.094719678,-0.502810305,0.707324659,-0.539517989,2.568929103,-0.479229164,1.066877788,-1.199998413,-1.005913741,-0.285426078,-1.189149889,-1.567988679,-1.15797406,-0.830851275,-1.530593505,0.971387591,0.712691665,0.994006707,0.391100784
15,Savanna,P335,0.24803289,-0.361740556,0.190006734,0.606034516,-0.054500486,0.341803965,-0.529399927,0.247416357,-0.583546989,0.526953498,-0.721875286,0.016119533,0.824034962,-0.123902296,0.69816567,0.531513,-0.392604896,-0.070886726,-0.254935923,-0.659660876,-0.277115504,0.084842047,-0.198502101,-0.58599488,-0.115516802,-0.245865926,-0.199720107,-0.070088301
16,Forest,P336,-1.320894893,-1.280843986,-1.365788251,-1.028014104,-0.248263915,-0.393782186,0.309819834,0.208910768,-0.655745221,-0.071837234,-0.019896774,0.71219867,0.409772305,-0.346723072,0.116135391,0.835792645,0.539967143,-0.222216423,-0.227651471,2.673849449,-0.193930789,-0.75152564,-0.95419747,1.319694957,1.673434786,2.212301764,1.446885842,1.178715911
17,Parkland,P337,-0.249246805,-0.695959985,-0.198942013,-0.210989794,-0.259551105,1.404753337,-0.230711863,0.635527277,1.501430356,-1.105076684,0.1828422,0.038483412,0.314451164,0.074175192,0.296142849,1.525690252,1.223978003,1.633488387,0.11693517,0.135893053,0.860567423,0.990773179,0.376241298,0.672934638,0.235506796,0.853280112,-0.542132748,-0.791819273
18,Savanna,P339,-1.54019076,-1.615063416,-1.560262624,-1.028014104,-0.772177652,0.34184227,-0.227313864,0.533574504,-0.684390312,0.339899781,-0.502372043,0.066332534,0.624418371,0.665325185,0.980007588,0.991467778,0.256677681,0.396476494,0.330571427,-0.182217052,0.159536938,0.317065742,0.436874765,-0.251687168,0.172068796,0.239803254,-0.26343959,0.265321943
19,Parkland,P340,0.506318352,0.139588588,0.384481107,0.606034516,-0.233214329,-0.479913,-1.504191343,-0.951614673,0.235045871,0.688306631,-0.900991526,-0.81344912,0.078577319,0.162111173,0.188897421,0.609473649,2.971262748,1.955650016,1.93599832,3.156835926,1.528588079,1.24760334,1.36716495,1.378532394,1.254743989,0.640267314,1.081556755,1.666857605
20,Parkland,P342,-0.979312549,-1.113734272,-0.976839505,-1.028014104,-0.243560919,1.495468956,-0.508288362,0.206176196,-0.145131942,0.764835238,0.29462627,0.423410052,1.173096155,-0.774647137,0.787777731,0.786383163,-0.779996753,-0.440945622,-0.322127055,-1.088243235,-0.758891009,-0.451896136,-0.406899551,-0.761668455,0.121318397,0.312227605,0.075115948,-0.663045697
21,Parkland,P343,-0.288496493,-0.612405128,-0.393416386,0.200593881,-0.068609474,-0.227618431,0.075609978,-0.178917133,0.507633858,0.248734659,1.396047494,-0.06306094,1.367113019,-0.717372087,0.551655568,1.597524856,-1.005349475,-0.691628592,-0.976740958,-0.465723688,-1.028461723,-0.628872491,-1.086467771,-0.505162047,0.193214796,0.099214807,0.151701543,0.16649571
22,Parkland,P345,-1.451919943,-1.531508558,-1.365788251,-0.622573469,-0.717622901,1.022561883,-1.12930379,-0.827738472,0.361391682,1.282571885,-0.643493892,0.318731864,0.682389205,-0.908896371,0.692882155,0.333818148,0.151732375,0.043641784,0.571537263,0.07156301,0.081782586,0.194208684,0.313528569,-0.063435074,0.150922796,-0.271427461,0.441031687,0.313237692
23,Savanna,P346,-1.584607088,-1.698618273,-1.560262624,-1.028014104,-0.130689019,-0.430211689,0.339968059,1.340811908,0.57070135,0.587876453,-0.315516712,-0.330496199,0.399670242,0.52273788,0.871126484,1.568454679,0.321232653,0.146898809,0.161265492,1.011435914,0.402476869,0.151273955,0.158252405,1.100890494,-0.246622001,0.116255831,-0.077317145,-0.417477483
24,Savanna,P347,-0.730252456,-0.8630697,-0.587890759,-0.622573469,-0.279303688,0.228768097,-0.580374843,0.306506313,-0.312160645,0.039182392,-0.615963691,0.326982515,-0.1668217,0.723824097,0.710243302,1.064526135,-0.272542578,-0.010036186,-0.06204686,-0.59733241,-0.285610639,-0.007823381,0.181258269,-1.013950736,0.146693596,0.167378902,-0.538618834,0.98405818
26,Parkland,P351,0.359508507,0.139588588,0.384481107,0.606034516,0.046143625,0.519813641,-0.836716884,1.141955778,-0.822531176,0.962780607,-0.876167157,1.310663449,-0.890184061,-0.077201597,-1.126253384,0.565668027,-0.531040265,-0.160096834,-0.216850538,-1.083551521,-0.934864797,-0.305124773,-0.791517671,-1.692371336,1.161701589,0.708431409,1.06187047,1.163742239
27,Parkland,P352,-0.016792134,-0.278185699,-0.004467639,0.200593881,-0.066728276,0.835389491,-1.674968306,-0.408915168,1.186620868,-0.759261775,0.354039372,0.628302854,0.392591424,0.281131794,0.48324403,1.872127577,-0.372927179,-0.39732296,0.757763297,-1.490829805,-0.354786188,-0.291098909,0.607573476,-1.384247656,0.087484797,-0.015812104,0.208606977,-0.69299304
28,Parkland,P353,-0.730252456,-0.8630697,-0.587890759,-0.622573469,-0.22004594,0.608967165,-1.62431749,0.473599201,-0.271241955,-1.472992256,1.513733968,-2.346022378,1.498092837,-0.833258495,0.646056739,1.097410294,-0.039468588,-0.318482354,0.455948405,0.482694203,-0.528415468,-0.391711243,-0.143075372,-0.35524118,1.263202388,0.503939123,1.131959863,1.93338896
29,Parkland,P354,-0.771352822,-0.612405128,-0.976839505,-0.622573469,-0.609453996,-0.701061246,-0.07149842,0.706500775,0.295349685,-0.334332003,0.407272107,0.760740336,-0.399216861,-1.169436472,0.256068091,0.839510524,-0.200976826,-0.541995841,0.435325267,0.460562988,-0.277115504,-0.451896136,0.334672644,0.022688576,0.282027995,0.026790456,0.103932269,0.861274073
30,Forest,P355,0.24803289,-0.361740556,0.190006734,0.606034516,-0.054500486,0.341803965,-0.924553294,0.405750819,-1.004329952,0.559325302,-0.859300805,0.591452571,0.519463619,-0.167421524,0.146886875,1.269864957,1.017803936,0.932967913,0.73549496,0.731115469,0.714680413,0.922005191,0.226419627,0.457420233,0.235506796,-0.377933861,0.957005579,0.385111316
31,Parkland,P357,0.173050277,-0.278185699,0.190006734,0.606034516,-0.512572282,-0.43161994,-0.095320406,0.662170828,-0.483474386,0.475401702,-0.91671897,1.71734994,-0.227186839,1.382124374,-0.621776518,1.033016093,0.302663,0.766128963,-0.371258336,-0.329376302,-0.10593926,0.403889531,-0.438708041,-0.628065162,0.899491191,0.878841648,0.075115948,0.729505763
32,Forest,P375,0.359508507,0.139588588,0.384481107,0.606034516,-0.450492737,-0.454296593,0.934479535,1.66930274,-0.913161301,0.263086023,-0.398260646,1.442687775,-1.345167271,-0.344800093,-2.05731525,1.165386931,-0.082437835,0.658283602,-1.568436076,-0.699367741,-0.277115504,0.459480571,-1.612621616,-0.671320677,0.518863194,0.414473748,0.010655777,-0.022172552
33,Forest,P44,-0.367440489,-0.111075984,-0.393416386,-1.028014104,0.614265523,0.685406938,0.358955583,0.644289544,-0.765482198,-0.01337075,-0.765055445,-0.258511358,-0.724144143,1.364681075,1.7684736,1.088681247,-0.071660944,-0.864340294,1.2056969,0.202027778,-0.717023809,-0.84468159,0.248588893,-0.628065162,1.732643585,0.184419926,1.993565468,2.095104613
34,Parkland,P48,-1.451919943,-1.030179415,-1.171313878,-1.851181454,0.710206638,1.572420896,-1.825659716,-1.831592046,-0.482884891,1.297573129,-1.596406755,0.255489843,1.605446233,-1.490261983,0.554280461,1.167577525,0.591805186,0.223704689,0.63009879,1.175447563,0.38375355,0.096089604,0.334672644,1.015564697,0.269340396,0.495418611,0.49271269,-0.073083036
36,Savanna,P51,-0.689312953,-0.278185699,-0.782365132,-1.028014104,0.681988663,1.48082308,-0.254156294,-0.031956625,-0.862718274,0.645240225,-1.01595044,0.046419926,0.334720353,-0.825223537,-1.192837525,1.027713385,-0.239013499,-0.237904617,0.12811879,-0.006646596,-0.462832565,-0.236087037,-0.143075372,-0.466287331,0.633051593,0.239803254,0.456269155,1.139784365
37,Parkland,P513,-0.607911533,-0.361740556,-0.393416386,-0.622573469,-0.561483439,1.522358907,-0.101854653,0.492745047,0.892217182,0.949720477,1.33763883,-0.656314101,1.43366345,-0.127725033,1.409609729,1.714462862,-0.37210906,-1.055546147,0.208820188,1.196401679,-0.426220925,-1.227926443,0.436874765,0.498921928,0.265111196,0.738253201,-0.493110566,1.064916007
38,Forest,P514,-0.937388526,-0.8630697,-0.782365132,-1.028014104,-0.281184886,-0.160513169,0.567685263,1.094448681,-0.55856964,-0.955824964,0.16173507,-0.656818038,0.230841303,1.15727347,1.397891799,0.874277921,2.437033854,2.789787014,0.708085555,0.628840117,1.139395613,1.542106357,0.087445805,0.156291869,1.500037587,1.223922381,1.20421786,0.885231947
39,Parkland,P57,-0.607911533,-0.445295413,-0.393416386,-1.028014104,0.755355398,1.569698721,-1.917234456,-1.258822038,0.193102129,1.738442967,-0.956331121,0.511376599,0.37524138,-1.198519501,-0.493407673,1.30729895,-0.927634635,-0.877808055,-0.798178708,0.132856865,-0.363588994,-0.825651819,-0.062962913,0.691106084,-0.982502796,0.099214807,-1.356142628,-0.830750819
7,Forest,SG06,1.513200791,1.727130876,1.551327345,1.429201866,-1.041189015,-0.735199624,1.204861604,0.106670176,-0.775652664,0.328460563,-0.062425484,0.101239987,0.176635429,0.249170406,0.054695124,-0.002512573,-1.264061011,-1.70334495,-0.030164223,-0.10300398,-1.726572185,-2.103472728,-0.912150973,-0.319941482,1.233597989,0.836239088,1.812530079,0.534848032
8,Forest,SG07,0.829295185,0.557362874,0.967904226,1.017618191,-1.027080027,0.29009058,1.349389997,0.00731661,0.152206864,0.325467893,-0.548953761,0.349591645,0.115853888,0.026426631,-1.289835268,0.499814324,0.676049415,0.2655632,0.646972208,1.340445442,0.214398608,-0.068318566,0.396676618,0.77887107,0.831823992,1.164278797,0.41352535,0.618700593
9,Forest,SG08,0.68697966,0.473808017,0.57895548,1.017618191,-0.875643561,-0.692640249,0.830077521,0.473828458,-0.221544163,-0.181721937,-0.471235295,-0.252188021,-0.612379498,0.510548552,-0.627274067,0.163504392,-0.531040265,-0.110889711,-0.893057599,-0.411139787,-1.176823274,-0.482778272,-1.67462559,-0.960069094,1.851061184,1.534921066,1.577560508,1.343426299
1,Forest,SG104,-0.730252456,-0.695959985,-0.782365132,-0.210989794,-1.60084552,-0.239093642,1.142086288,-0.243775765,0.375900215,0.113958406,-0.323235303,0.5454977,-0.343210919,1.432255881,0.391525717,0.189385302,-0.530193699,-0.069811149,-0.615302903,-0.856073651,-0.769484223,-0.031772549,-1.612621616,-0.908014304,0.721864792,0.099214807,2.09646662,0.067669477
2,Forest,SG11,0.059558787,-0.194630842,0.190006734,0.200593881,-1.22742765,0.184039882,0.849718993,-0.266268495,0.551148386,-0.418628857,-0.402621545,0.650342366,-0.264845109,0.631287224,-0.732203875,0.550637661,-0.588981289,-0.356532862,-1.188299718,0.298966894,-0.665792089,-0.59534316,-0.504034344,0.022688576,0.328549195,1.091854446,-1.256482257,0.573779578
41,Forest,SG12,-0.249246805,-0.194630842,-0.393416386,0.200593881,-0.766534057,-1.020973956,1.135521359,-0.132450909,0.589329398,-0.835227658,0.050176895,0.719746848,-0.191627925,-1.176189308,0.060866952,2.175527454,1.532828097,1.637251885,1.141453366,-0.178876673,0.34581917,0.775843539,0.134953465,-0.715830148,2.202084782,1.658468489,2.116409504,1.319468424
3,Forest,SG124,-1.993076635,-2.11639256,-1.754736997,-0.622573469,-1.471042835,-0.74898386,1.153842221,-0.370102559,0.480657116,-0.504262418,0.169754172,-0.469020756,-0.187524639,-1.026596165,-0.182163083,0.102140107,1.07562848,1.019815294,0.595878115,0.91840387,0.487793871,0.468577421,0.938008493,-0.093250948,0.882574391,1.275045452,-0.695082713,2.202915049
4,Parkland,SG16,0.359508507,0.05603373,0.384481107,0.200593881,-0.941485503,-0.643240775,-1.019246922,0.041458826,0.281365263,-0.300190555,1.468168577,-0.37277649,0.54875483,-0.361469718,0.129737972,-0.086276622,-0.295025888,0.329555027,-1.098976987,-0.760080847,-0.780128985,-0.007823381,-1.55265093,-1.069792135,1.330869588,1.164278797,0.885361736,0.648647936
42,Forest,SG18,1.677411851,2.22846002,1.551327345,1.017618191,-0.792870834,-0.93908914,0.892128326,-0.357955582,-0.481983916,0.789698367,-0.724826283,-0.348794148,0.550455135,-0.780349261,-0.728821116,1.845595942,3.288768951,2.5885092,2.077417892,2.407070941,1.57270711,1.387600511,1.306397165,1.295513839,1.605767586,1.411373643,1.545743252,0.888226682
5,Forest,SG19,-0.016792134,-0.278185699,-0.004467639,0.200593881,-1.019555234,-0.965141198,0.81347188,0.059278091,0.518074874,-1.008795887,0.352633979,-0.631683246,0.797832058,-1.540718196,-1.432656078,0.472591857,1.208688276,1.091899198,0.509230472,1.338193795,0.145603806,0.539707771,-0.60661873,0.130485056,2.142875982,1.215401869,2.393582309,2.424525389
43,Forest,SG20,0.506318352,0.640917731,0.190006734,0.606034516,-0.882227755,-0.869978911,1.352269,0.014064333,-0.75269839,0.093484337,-0.511779319,0.470135102,0.303412199,-0.614753831,0.869208207,1.487683071,0.139941485,0.645540189,-0.380067107,-0.651790308,-0.381301596,0.266913157,-0.715300723,-1.250644363,1.288577588,1.04499163,0.58904019,1.415299922
6,Forest,SG21,-0.895631865,-0.612405128,-0.976839505,-0.622573469,-0.815445214,-0.688103798,1.893126607,-0.364894161,0.59529823,-0.296082857,-0.639730325,0.44065204,-0.095391569,0.764228669,0.303246433,0.711037753,0.374444597,0.335414855,0.306455783,0.540185604,-0.24346108,-0.043870442,-0.170578779,-0.093250948,1.445057987,1.304867244,0.888239979,1.346421033
10,Savanna,SG85,-0.486984987,-0.445295413,-0.393416386,-0.210989794,-1.457874447,-0.207931801,-0.538759855,1.402504143,0.334189954,0.873411655,-1.000905604,-0.333174154,0.419588092,-0.3207767,0.777753684,0.044683277,1.849028203,1.579014867,0.821461591,1.968931982,1.148251877,1.050447933,0.436874765,1.378532394,0.535779994,0.538021171,0.701864965,0.181469382
11,Forest,SG86,-0.171186519,0.223143445,-0.198942013,-0.210989794,-1.115496349,-0.879441572,0.025208494,-0.441175517,0.25400033,-0.184997864,0.1987898,-0.845867507,0.188771785,-1.811830204,-0.881144022,0.346722647,1.184761761,0.773232859,0.410649116,2.136874211,0.505651068,0.665792916,0.416886128,0.181672104,1.03905479,0.026790456,-0.087160996,4.143502889
12,Savanna,SG87,0.059558787,0.640917731,-0.004467639,-1.028014104,-1.833173515,-0.937222542,1.229738219,0.58246444,-0.135879699,0.214226588,-0.073552194,0.265518277,-0.265712611,0.281557131,0.104210039,0.119951049,0.019777842,-0.115238738,-0.20343837,0.984712172,-0.059395069,-0.249679665,-0.344895577,0.877967984,0.205902396,0.66582885,0.17704853,-0.073083036
14,Forest,SG89,0.322481815,0.473808017,0.190006734,0.200593881,-1.619657504,-1.147800485,0.944294515,-0.703048159,0.960071426,-0.522322646,-0.292945154,0.710463764,-0.043809889,0.367504132,0.679713743,0.314809214,-0.160885277,-0.479103441,0.550412957,0.278622035,-0.059395069,-0.391711243,0.533666771,0.370892032,-0.132433602,0.026790456,-0.044604888,-0.144956659
15,Savanna,SG90,-0.607911533,-0.612405128,-0.587890759,-0.622573469,-1.240596039,1.480146662,1.800822354,0.766367018,-0.742368581,-0.235284004,-0.259066087,0.250341376,-0.156212148,0.652312887,-0.410857094,-0.428254876,-1.052889877,-0.997486442,-0.127527807,-0.801367952,-1.335983956,-1.276155121,-0.504034344,-0.80891739,0.819136392,1.164278797,0.654562425,0.046706337
16,Savanna,SG91,-1.629212826,-1.78217313,-1.560262624,-0.622573469,-1.102327961,0.132466777,1.121023682,-1.117106794,-0.064786062,-0.155292843,-0.407148074,0.767702741,-0.427870458,2.469935582,-0.641597899,0.188012646,-0.497299687,-0.683988818,0.17435794,0.108470675,-0.490699112,-0.663052917,0.158252405,-0.034187157,0.134005996,0.239803254,-0.054402394,0.337195566
17,Forest,SG92,-0.689312953,-0.779514843,-0.587890759,0.200593881,-0.885049553,0.878878778,1.141485245,-0.314287293,0.447958409,-0.025586793,-0.318828077,0.225050168,-0.279349746,1.159939567,0.21605044,0.211621073,-1.853706049,-1.345563567,-1.991093925,-1.083551521,-2.532796337,-1.718527985,-2.651431518,-1.609352781,1.381619988,1.138717261,1.300495275,0.939137165
18,Parkland,SG93,-0.486984987,-0.445295413,-0.393416386,-0.210989794,-1.345943146,1.471675212,-0.213002815,0.036048435,-0.212393859,0.783826709,0.092196007,0.110648293,1.053827617,-0.872472204,1.265712137,-1.165957398,0.429938556,0.620865356,0.550412957,-0.578144911,0.200811643,0.608075069,0.134953465,-0.761668455,0.400445595,-0.126578759,0.751807749,0.439016533
19,Forest,SG94,-0.288496493,-0.445295413,-0.198942013,-0.210989794,-1.506785603,-0.964158688,-0.393609301,-0.15315144,0.058014798,0.053223973,-0.261974446,-0.024321567,0.337040921,-1.280056687,0.457139368,0.22147955,1.122989857,0.901952017,-0.071969664,2.088591065,0.159536938,0.317065742,-0.537593856,0.654545565,1.922957584,1.573263369,0.865184551,2.205909783
20,Savanna,SG95,-1.191490813,-0.779514843,-1.171313878,-1.028014104,-0.994159056,0.45703795,0.15229652,-0.594913701,-0.74187047,1.161412802,-0.954747389,-0.403325793,0.336112694,-1.607765812,-4.180297229,-0.342830327,0.452954696,-0.580032194,1.29978791,1.283824166,-0.021350729,-0.86391934,0.625592756,0.893879725,1.00522119,1.304867244,1.333248691,0.283290349
21,Forest,SG96,-0.249246805,0.139588588,-0.393416386,-1.028014104,-1.439062463,-1.051884341,1.017492037,0.164758812,-0.080278717,0.617828732,-0.48711074,0.56729554,-0.038600539,0.970680081,-0.73056708,0.175525093,-1.59208817,-1.188621169,-1.179168763,-1.169565143,-1.759716674,-1.135261015,-1.738805581,-1.187963446,0.290486395,-0.101017223,1.073125652,-0.180893471
22,Forest,SG97,-0.407137044,-0.528850271,-0.393416386,-0.210989794,-1.495498413,1.115111664,1.023567983,-0.782741106,-0.0465148,-0.233645094,-0.45360516,0.626573763,-0.349721523,2.281821735,0.350445321,0.039510953,-2.445287065,-1.966311328,-1.991093925,-1.633888294,-3.009065244,-2.596870517,-1.874344769,-2.078256909,0.370841195,1.091854446,-0.290449814,0.079648415
23,Forest,SG98,0.433170993,1.142246875,0.190006734,0.200593881,-1.473864632,-1.136474632,0.627077627,-0.24926603,0.450346766,0.046536649,-0.274490969,-0.210769674,0.141935342,-1.137537419,0.303152668,0.227968897,0.281156517,0.332485921,0.387572094,0.049847083,-0.218555751,0.004030109,0.038671126,-0.391371535,1.149013989,1.091854446,0.615912853,1.034968663
24,Savanna,SG99,-1.063668085,-1.364398844,-0.976839505,-0.210989794,-1.523716388,-0.371274165,-0.390754594,-1.207604202,0.172893255,0.302572404,-0.489716128,0.833815646,-0.188183941,2.542140205,0.372623176,0.029039806,-0.658119645,-0.740423735,-0.347973407,0.301863983,0.081782586,-1.112837315,-0.95419747,1.860143927,-1.265859194,1.560482602,1.201450475,-1.798050005
